checked,date,comment,no,endnoteID,author,year,lastname,author_year_format,author_year,title,country,site,multi_country,setting,representativeness,cohort_abbrev,cohort_abbrev,study_design,fup_period,fup_start,fup_end,dc_period,dc_start,dc_end,data_source,moa,sampling,sample_size,sex,age_specific,start_age,end_age,response_rate,attr_rate,comment about sample characteristics,instrument,diag_criteria,M_EstimateType,M_TypeofAnalysis,page,table,temporality_type,dx1_timing,dx2_timing,dx1_label,dx1_abbrev,dx2_label,dx2_abbrev,pair,unadj_type,unadj_subtype,unadj_rate,unadj_lower,unadj_upper,unadj_pvalue,adj_type,adj_subtype,adj_rate,adj_lower,adj_upper,adj_pvalue,adj_conf,cross_type,cross_subtype,a,b,c,d,double check bs:bv,unadj_indicator1,unadj_indicator2,unadj_indicator,unadjusted_type,adj_indicator,S_QRBackground,S_QRObjective,S_QRSetting,S_QRDataSource,S_QRDiagnosticCriteria,S_QRDiagnosticMethod,S_QRGeneralizability,S_QREstimate,S_QRAdjustment,S_QRBias,S_QRStatistics,S_QREthicalApproval,S_QRTotalScore
yes,7-Oct,,2,196,"Boyd, Jeffrey H.",1984,Boyd,Boyd et al (1984),Boyd et al (1984),Exclusion Criteria of DSM-III: A Study of Co-occurrence of Hierarchy-Free Syndromes,USA,"New Haven, Baltimore, St Louis",,,S,ECA,Epidemiology Catchment Area,CS,,,,1,,,survey,Face-to-Face interview (both),multistage,11519,both,0,18,99,75.6-81.4,,,DIS,DSM-III,odds ratios,logistic regression,987,5,PP,1-month,1-month,major depressive episode,DEP,drug abuse or dependence,DUD,DEP-DUD,overall,,4.2,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,7-Oct,DERIVED ESTIMATE,3,35,"Bromet, Evelyn J.",2005,Bromet,Bromet et al (2005),Bromet et al (2005),Epidemiology of psychiatric and alcohol disorders in Ukraine,Ukraine,,,,N,WMHS-Ukraine,World Mental Health Survey,CS,,,,1,2002,2002,survey,Face-to-Face interview (both),multistage,4725,both,0,18,99,78.3,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,mood disorder,MOOD,alcohol use disorder,AUD,MOOD-AUD,overall,,1.57,1.06,2.32,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,0,0,0,0,0,11
yes,7-Oct,,1,5,"Bulloch, A.",2012,Bulloch,Bulloch et al (2012),Bulloch et al (2012),Alcohol consumption and major depression in the general population: the critical importance of dependence,Canada,,,,N,NPHS,National Population Health Survey,PC,9,1994,2002,,,,survey,Face-to-Face interview (both),,17276,both,0,12,99,,35.6,,CIDI-SF,DSM-IV,hazard ratios,proportional hazard model,1062,3,TO,TO,TO,alcohol dependence,ALD,major depressive episode,DEP,ALD-DEP,overall,,2.5,1.6,3.8,,overall,,2.3,1.4,3.7,,"age, sex, chronic conditions, pain, smoking",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,7-Oct,,2,5,"Bulloch, A.",2012,Bulloch,Bulloch et al (2012),Bulloch et al (2012),Alcohol consumption and major depression in the general population: the critical importance of dependence,Canada,,,,N,NPHS,National Population Health Survey,PC,9,1994,2002,,,,survey,Face-to-Face interview (both),,17276,both,0,12,99,,35.6,,CIDI-SF,DSM-IV-R,hazard ratios,proportional hazard model,1062,5,TO,TO,TO,major depressive episode,DEP,alcohol dependence,ALD,DEP-ALD,overall,,2.2,0.7,6.8,,overall,,1.6,0.5,5.2,,"age, sex, chronic conditions, pain, smoking",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,7-Oct,,1,127,"Benjet, C.",2016,Benjet,Benjet et al (2016),Benjet et al (2016),Eight-year incidence of psychiatric disorders and service use from adolescence to early adulthood: longitudinal follow-up of the Mexican Adolescent Mental Health Survey,Mexico,Mexico city,,,S,MAMHS,Mexican Adolescent Mental Health Survey,PC,9,2005,2013,,,,survey,71,multistage,1071,both,1,12,26,,38,,CIDI,DSM-IV,risk ratios,logistic regression,169,4,TO,TO,TO,mood disorder,MOOD,substance disorder,SUD,MOOD-SUD,,,,,,,overall,,1.32,0.94,1.85,,"age, sex, school dropout, parent educ, not living with both parents, parent income, comorbid disorders, no of childhood adversities",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,1,15
yes,7-Oct,,2,127,"Benjet, C.",2016,Benjet,Benjet et al (2016),Benjet et al (2016),Eight-year incidence of psychiatric disorders and service use from adolescence to early adulthood: longitudinal follow-up of the Mexican Adolescent Mental Health Survey,Mexico,Mexico city,,,S,MAMHS,Mexican Adolescent Mental Health Survey,PC,9,2005,2013,,,,survey,71,multistage,1071,both,1,12,26,,38,,CIDI,DSM-IV,risk ratios,logistic regression,169,4,TO,TO,TO,substance use disorder,SUD,mood disorder,MOOD,SUD-MOOD,,,,,,,overall,,0.94,0.43,2.03,,"age, sex, school dropout, parent educ, not living with both parents, parent income, comorbid disorders, no of childhood adversities",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,1,15
yes,7-Oct,,1,7,"Burns, Lucy",2002,Burns,Burns et al (2002),Burns et al (2002),"Alcohol use disorders comorbid with anxiety, depression and drug use disorders: Findings from the Australian National Survey of Mental Health and Well Being",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,1997,1997,survey,Face-to-Face interview (both),multistage,10641,both,0,18,99,78,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,303,2,PP,12-month,12-month,bipolar disorder,BIPOLAR,alcohol use disorder,AUD,BIPOLAR-AUD,overall,,7.3,1.2,43.3,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,7-Oct,,2,7,"Burns, Lucy",2002,Burns,Burns et al (2002),Burns et al (2002),"Alcohol use disorders comorbid with anxiety, depression and drug use disorders: Findings from the Australian National Survey of Mental Health and Well Being",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,1997,1997,survey,Face-to-Face interview (both),multistage,10641,both,0,18,99,78,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,303,2,PP,12-month,12-month,dysthymia,DYS,alcohol use disorder,AUD,DYS-AUD,overall,,3.1,1.6,5.7,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,7-Oct,,3,7,"Burns, Lucy",2002,Burns,Burns et al (2002),Burns et al (2002),"Alcohol use disorders comorbid with anxiety, depression and drug use disorders: Findings from the Australian National Survey of Mental Health and Well Being",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,1997,1997,survey,Face-to-Face interview (both),multistage,10641,both,0,18,99,78,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,303,2,PP,12-month,12-month,depression,DEP,alcohol use disorder,AUD,DEP-AUD,overall,,3.4,2.3,5,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,7-Oct,,4,7,"Burns, Lucy",2002,Burns,Burns et al (2002),Burns et al (2002),"Alcohol use disorders comorbid with anxiety, depression and drug use disorders: Findings from the Australian National Survey of Mental Health and Well Being",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,1997,1997,survey,Face-to-Face interview (both),multistage,10641,both,0,18,99,78,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,303,2,PP,12-month,12-month,affective disorder,MOOD,alcohol use disorder,AUD,MOOD-AUD,overall,,3.6,2.5,5,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,7-Oct,,1,39,"Butterworth, P.",2014,Butterworth,Butterworth et al (2014),Butterworth et al (2014),Factors associated with the timing and onset of cannabis use and cannabis use disorder: results from the 2007 Australian National Survey of Mental Health and Well-Being,Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,Face-to-Face interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,ICD10,odds ratios,discrete-time survival analysis,561,3,LT,LT,LT,depression,DEP,cannabis use disorder,MARUD,DEP-MARUD,,,,,,,overall,,1.86,1.36,2.54,,"birth cohorts, sex, smoker, frequency of drug use, mental disorders, trauma",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,7-Oct,,2,39,"Butterworth, P.",2014,Butterworth,Butterworth et al (2014),Butterworth et al (2014),Factors associated with the timing and onset of cannabis use and cannabis use disorder: results from the 2007 Australian National Survey of Mental Health and Well-Being,Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,Face-to-Face interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,ICD10,odds ratios,discrete-time survival analysis,561,3,LT,LT,LT,bipolar disorder,BIPOLAR,cannabis use disorder,MARUD,BIPOLAR-MARUD,,,,,,,overall,,4.91,3.06,7.87,,"birth cohorts, sex, smoker, frequency of drug use, mental disorders, trauma",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,15-Oct,,1,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,11,3,LT,LT,LT,any mood disorder,MOOD,alcohol abuse,ALA,MOOD-ALA,overall,,2.5,1.5,4.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
yes,15-Oct,,2,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,11,3,LT,LT,LT,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,overall,,2.4,1.1,4.9,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
,15-Oct,DERIVED ESTIMATE,3,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,alcohol use disorder,AUD,MOOD-AUD,overall,,2.47,1.63,3.75,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
yes,15-Oct,,4,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,12,4,LT,LT,LT,any mood disorder,MOOD,drug abuse,DRA,MOOD-DRA,overall,,4.7,1.7,13.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
yes,15-Oct,,5,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,12,4,LT,LT,LT,any mood disorder,MOOD,drug dependence,DRD,MOOD-DRD,overall,,5.3,1.7,16.7,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
,15-Oct,DERIVED ESTIMATE,6,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,drug use disorder,DUD,MOOD-DUD,overall,,4.96,2.32,10.61,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
,15-Oct,DERIVED ESTIMATE,7,129,"Caraveo-Anduaga, J.J.",2002,Caraveo-Anduaga,Caraveo-Anduaga et al (2002),Caraveo-Anduaga et al (2002),Psychiatric disorders and substance abuse in Mexico: epidemiological perspective,Mexico,Mexico City,,,S,,,CS,,,,,,,survey,Face-to-Face interview (both),stratified,1734,both,0,18,65,60.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,substance use disorder,SUD,MOOD-SUD,overall,,2.9,2.01,4.18,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,0,0,11
yes,15-Oct,,1,186,"Carter, R. M.",2001,Carter,Carter et al (2001),Carter et al (2001),One-year prevalence of subthreshold and threshold DSM-IV generalized anxiety disorder in a nationally representative sample,Germany,,,,N,GHS,"The German National Health Interview and Examination Survey, Mental Health Supplement",CS,,,,1,1998,1998,survey,Face-to-Face interview (both),stratified,4181,both,0,18,65,87.6,,,DIA-X/M-CIDI,DSM-IV,odds ratios,logistic regression,86,6,PP,12-month,12-month,alcohol abuse or dependence,AUD,major depressive disorder,DEP,AUD-DEP,,,,,,,overall,,1.4,0.8,2.6,,age and gender,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,15-Oct,,2,186,"Carter, R. M.",2001,Carter,Carter et al (2001),Carter et al (2001),One-year prevalence of subthreshold and threshold DSM-IV generalized anxiety disorder in a nationally representative sample,Germany,,,,N,GHS,"The German National Health Interview and Examination Survey, Mental Health Supplement",CS,,,,1,1998,1998,survey,Face-to-Face interview (both),stratified,4181,both,0,18,65,87.6,,,DIA-X/M-CIDI,DSM-IV,odds ratios,logistic regression,86,6,PP,12-month,12-month,drug abuse or dependence,DUD,major depressive disorder,DEP,DUD-DEP,,,,,,,overall,,1.2,0.4,3.6,,age and gender,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,15-Oct,,3,186,"Carter, R. M.",2001,Carter,Carter et al (2001),Carter et al (2001),One-year prevalence of subthreshold and threshold DSM-IV generalized anxiety disorder in a nationally representative sample,Germany,,,,N,GHS,"The German National Health Interview and Examination Survey, Mental Health Supplement",CS,,,,1,1998,1998,survey,Face-to-Face interview (both),stratified,4181,both,0,18,65,87.6,,,DIA-X/M-CIDI,DSM-IV,odds ratios,logistic regression,86,6,PP,12-month,12-month,nicotine dependence,NICD,major depressive disorder,DEP,NICD-DEP,,,,,,,overall,,2.1,1.5,2.9,,age and gender,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,15-Oct,I have removed the adjusted estimates given because those are crude RR,1,93,"Chen, C.Y.",2002,Chen,Chen et al (2002),Chen et al (2002),Marijuana use and the risk of Major Depressive Episode. Epidemiological evidence from the United States National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),multistage,8098,both,0,15,54,82.4,,restricted to 15-45 (n =6792 ),CIDI,DSM-III-R,odds ratios,discrete-time survival analysis,201,1,LT,LT,LT,marijuana dependence,MARD,major depressive episode,DEP,MARD-DEP,overall,,3.39,2.64,4.35,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,0,1,1,1,0,14
yes,15-Oct,,1,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2815,1,PP,1-month,1-month,any mood disorder,MOOD,alcohol use disorder,AUD,MOOD-AUD,,,,,,,sex,male,0.6,0.4,0.8,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,2,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2815,1,PP,1-month,1-month,major depressive disorder,DEP,alcohol use disorder,AUD,DEP-AUD,,,,,,,sex,male,0.8,0.5,1.6,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,3,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2815,1,PP,1-month,1-month,bipolar disorder,BIPOLAR,alcohol use disorder,AUD,BIPOLAR-AUD,,,,,,,sex,male,2.3,0.8,6.8,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,4,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2815,1,PP,1-month,1-month,dysthymia,DYS,alcohol use disorder,AUD,DYS-AUD,,,,,,,sex,male,0.5,0.3,1.1,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,5,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2816,2,PP,1-month,1-month,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,,,,,,,sex,male,0.5,0.3,0.8,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,6,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2816,2,PP,1-month,1-month,major depressive disorder,DEP,alcohol dependence,ALD,DEP-ALD,,,,,,,sex,male,1.2,0.5,2.7,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,7,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2816,2,PP,1-month,1-month,bipolar disorder,BIPOLAR,alcohol dependence,ALD,BIPOLAR-ALD,,,,,,,sex,male,1.3,0.3,5.4,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,,8,26,"Cheng, H.G.",2017,Cheng,Cheng et al (2017),Cheng et al (2017),Co-occurrence of DSM-IV mental disorders and alcohol use disorder among adult Chinese males,China,,,5 provinces,S,,,CS,,,,5,2001,2005,survey,Face-to-Face interview (both),multistage,22140,male,1,18,99,94,,final analytical sample had 9619 males,SCID,DSM-IV,odds ratios,logistic regression,2816,2,PP,1-month,1-month,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,,,,,,,sex,male,0.4,0.2,0.97,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,15-Oct,DERIVED ESTIMATE,3,118,"Cho, M. J.",2002,Cho,Cho et al (2002),Cho et al (2002),Comorbid mental disorders among the patients with alcohol abuse and dependence in Korea,South Korea,,,,N,,,CS,,,,1,1984,1984,survey,Face-to-Face interview (both),multistage,5176,both,0,18,65,83.5,,,KDIS,DSM-III,odds ratios,logistic regression,237,1,LT,LT,LT,major depression,DEP,alcohol abuse,ALA,DEP-ALA,,,,,,,overall,,4.03,1.96,8.26,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,15-Oct,DERIVED ESTIMATE,6,118,"Cho, M. J.",2002,Cho,Cho et al (2002),Cho et al (2002),Comorbid mental disorders among the patients with alcohol abuse and dependence in Korea,South Korea,,,,N,,,CS,,,,1,1984,1984,survey,Face-to-Face interview (both),multistage,5176,both,0,18,65,83.5,,,KDIS,DSM-III,odds ratios,logistic regression,237,1,LT,LT,LT,dysthymia,DYS,alcohol abuse,ALA,DYS-ALA,,,,,,,overall,,1.28,0.63,2.61,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,15-Oct,DERIVED ESTIMATE,9,118,"Cho, M. J.",2002,Cho,Cho et al (2002),Cho et al (2002),Comorbid mental disorders among the patients with alcohol abuse and dependence in Korea,South Korea,,,,N,,,CS,,,,1,1984,1984,survey,Face-to-Face interview (both),multistage,5176,both,0,18,65,83.5,,,KDIS,DSM-III,odds ratios,logistic regression,237,1,LT,LT,LT,major depression,DEP,alcohol dependence,ALD,DEP-ALD,,,,,,,overall,,6.02,2.93,12.38,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,15-Oct,DERIVED ESTIMATE,12,118,"Cho, M. J.",2002,Cho,Cho et al (2002),Cho et al (2002),Comorbid mental disorders among the patients with alcohol abuse and dependence in Korea,South Korea,,,,N,,,CS,,,,1,1984,1984,survey,Face-to-Face interview (both),multistage,5176,both,0,18,65,83.5,,,KDIS,DSM-III,odds ratios,logistic regression,237,1,LT,LT,LT,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,,,,,,,overall,,2.31,1.2,4.44,,age,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,15-Oct,,1,74,"Chong, M. Y",1999,Chong,Chong et al (1999),Chong et al (1999),"Substance use disorders among adolescents in Taiwan: prevalence, sociodemographic correlates and psychiatric co-morbidity",Taiwan,Multisite,,junior high schools,S,PAST,Project on adolescent substance use disorders in Taiwan,CS,,,,1,1994,1994,survey,Face-to-Face interview (both),multistage,774,both,1,14,16,99.2,,,K-SADS-E,DSM-III-R,odds ratios,logistic regression,1391,4,LT,LT,LT,depressive disorder,DEP,substance use disorder,SUD,DEP-SUD,age,Age 14-16,2.5,0.8,7.7,,,,,,,,,,,,,,,,1,0,1,age,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,,2,74,"Chong, M. Y",1999,Chong,Chong et al (1999),Chong et al (1999),"Substance use disorders among adolescents in Taiwan: prevalence, sociodemographic correlates and psychiatric co-morbidity",Taiwan,Multisite,,junior high schools,S,PAST,Project on adolescent substance use disorders in Taiwan,CS,,,,1,1994,1994,survey,Face-to-Face interview (both),multistage,774,both,1,14,16,99.2,,,K-SADS-E,DSM-III-R,odds ratios,logistic regression,1391,4,LT,LT,LT,major depression,DEP,substance use disorder,SUD,DEP-SUD,age,Age 14-16,2.5,0.8,8.4,,,,,,,,,,,,,,,,1,0,1,age,0,1,1,1,2,2,3,0,1,0,0,1,0,12
